institution,course_name,url,year,module_name,credits,type,bucket_1,bucket_2
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,Green Politics,,optional,Environment & Sustainability,
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,International Crisis Diplomacy,,optional,Diplomacy & Foreign Policy,Security & Conflict
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,Political Psychology and Public Opinion,,optional,Comparative & British Politics,
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,Politics of Peace after Civil War,,optional,Security & Conflict,
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,The Global Food System,,optional,International Political Economy,Environment & Sustainability
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,"""We, the People"": Ideas of Democratic Representation",,optional,Political Theory & Philosophy,
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,Britain in a Changing Global Economic Order,,optional,Comparative & British Politics,International Political Economy
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,Ethnicity and Conflict,,optional,"Gender, Identity & Society",Security & Conflict
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,From War to Peace? Statebuilding and Political Transition in Southeast Asia,,optional,Security & Conflict,Regional & Area Studies
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,Global Politics of Nuclear Weapons,,optional,Security & Conflict,
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,Global Sustainability and Energy Policy,,optional,Environment & Sustainability,
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,Karl Marx,,optional,Political Theory & Philosophy,
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,Politics of Technology: From the Luddites to the Unabomber,,optional,Political Theory & Philosophy,Security & Conflict
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,"Policing, Violence and the Politics of Abolition",,optional,"Gender, Identity & Society",Sociology & History
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,Politics of the Middle East: Regimes and Societies in Transition,,optional,Regional & Area Studies,
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,Regionalism in World Politics,,optional,IR Theory & Global Order,
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,Terrorism and Counter-terrorism,,optional,Security & Conflict,
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,The European Far Right,,optional,Comparative & British Politics,Regional & Area Studies
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,The Labour Party and Socialism,,optional,Comparative & British Politics,Political Theory & Philosophy
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,The Politics of (Post-)Colonialism,,optional,Political Theory & Philosophy,
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,Applied Quantitative Analysis,,optional,Research Methods & Dissertation,
York,BA (hons) international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-international-relations/,Year 3,Dissertation (Applied Quantitative Analysis),,optional,Research Methods & Dissertation,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 1,Political Analysis,,core,Research Methods & Dissertation,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 1,Introduction to Comparative Politics,,core,Comparative & British Politics,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 1,"Introduction to Political Theory: States, Liberty and Revolution",,core,Political Theory & Philosophy,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 1,Introduction to Global Politics,,core,IR Theory & Global Order,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 1,Global Challenges: From Theory to Practice OR The Politics of Identity,,core,IR Theory & Global Order,"Gender, Identity & Society"
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 1,York Policy Lab OR Global Political Economy,,core,International Political Economy,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,Theories of the State (Semester One),,core,Political Theory & Philosophy,IR Theory & Global Order
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,Research Design (Semester Two),,core,Research Methods & Dissertation,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,Can Democracy Work?,,optional,Political Theory & Philosophy,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,Capitalism: Beyond States and Markets,,optional,International Political Economy,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,"Justice, Equality, and Difference",,optional,Political Theory & Philosophy,"Gender, Identity & Society"
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,European Union Politics,,optional,Regional & Area Studies,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,"Democracy, Autocracy and the State",,optional,Political Theory & Philosophy,Comparative & British Politics
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,Human Rights and Wrongs,,optional,Human Rights & Humanitarianism,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,The Rising Powers,,optional,IR Theory & Global Order,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,Critical Global Security Studies,,optional,Security & Conflict,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,Things Fall Apart: Political Thought in Times of Crisis,,optional,Political Theory & Philosophy,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,The Politics of Gender,,optional,"Gender, Identity & Society",
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,"Empire, War and Law",,optional,Security & Conflict,Law
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,Politics of Development,,optional,International Political Economy,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,British Politics,,optional,Comparative & British Politics,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,The US and Global Politics after the Cold War,,optional,Regional & Area Studies,Diplomacy & Foreign Policy
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,War and Peace,,optional,Security & Conflict,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 2,Global Political Economy,,optional,International Political Economy,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Politics Dissertation,,core,Research Methods & Dissertation,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Africa and International Politics,,optional,Regional & Area Studies,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Constitutional and Territorial Ideologies in Britain and Ireland,,optional,Comparative & British Politics,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,India and its Neighbourhood,,optional,Regional & Area Studies,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Democracy and Emergency,,optional,Political Theory & Philosophy,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Development Paradigms,,optional,International Political Economy,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Morality and Modern Warfare,,optional,Security & Conflict,Political Theory & Philosophy
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,"Gender, Violence and Resistance",,optional,"Gender, Identity & Society",Security & Conflict
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,"Global Governance: Purpose, Power and Performance",,optional,IR Theory & Global Order,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Governmentality: Michel Foucault and the Analytics of Power,,optional,Political Theory & Philosophy,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Green Politics,,optional,Environment & Sustainability,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,International Crisis Diplomacy,,optional,Diplomacy & Foreign Policy,Security & Conflict
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Political Psychology and Public Opinion,,optional,Comparative & British Politics,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Politics of Peace after Civil War,,optional,Security & Conflict,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,The Global Food System,,optional,International Political Economy,Environment & Sustainability
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,"""We, the People"": Ideas of Democratic Representation",,optional,Political Theory & Philosophy,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Britain in a Changing Global Economic Order,,optional,Comparative & British Politics,International Political Economy
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Ethnicity and Conflict,,optional,"Gender, Identity & Society",Security & Conflict
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,From War to Peace? Statebuilding and Political Transition in Southeast Asia,,optional,Security & Conflict,Regional & Area Studies
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Global Politics of Nuclear Weapons,,optional,Security & Conflict,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Global Sustainability and Energy Policy,,optional,Environment & Sustainability,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Karl Marx,,optional,Political Theory & Philosophy,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Politics of Technology: From the Luddites to the Unabomber,,optional,Political Theory & Philosophy,Security & Conflict
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Politics of the Middle East: Regimes and societies in transition,,optional,Regional & Area Studies,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Regionalism in World Politics,,optional,IR Theory & Global Order,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Terrorism and Counter-terrorism,,optional,Security & Conflict,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,The European Far Right,,optional,Comparative & British Politics,Regional & Area Studies
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,The Labour Party and Socialism,,optional,Comparative & British Politics,Political Theory & Philosophy
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,The Politics of (Post-)Colonialism,,optional,Political Theory & Philosophy,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Applied Quantitative Analysis,,optional,Research Methods & Dissertation,
York,BA (hons) politics,https://www.york.ac.uk/study/undergraduate/courses/ba-politics/,Year 3,Dissertation (Applied Quantitative Analysis),,optional,Research Methods & Dissertation,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 1,Political Analysis,,core,Research Methods & Dissertation,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 1,Introduction to Comparative Politics,,core,Comparative & British Politics,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 1,"Introduction to Political Theory: States, Liberty and Revolution",,core,Political Theory & Philosophy,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 1,Introduction to Global Politics,,core,IR Theory & Global Order,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 1,Global Challenges: From Theory to Practice OR The Politics of Identity,,core,IR Theory & Global Order,"Gender, Identity & Society"
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 1,York Policy Lab OR Global Political Economy,,core,International Political Economy,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,Theories of the State (Semester One),,core,Political Theory & Philosophy,IR Theory & Global Order
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,International Relations Theory and Planet Politics (Semester One),,core,IR Theory & Global Order,Environment & Sustainability
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,Research Design (Semester Two),,core,Research Methods & Dissertation,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,Can Democracy Work?,,optional,Political Theory & Philosophy,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,Capitalism: Beyond States and Markets,,optional,International Political Economy,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,"Justice, Equality, and Difference",,optional,Political Theory & Philosophy,"Gender, Identity & Society"
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,European Union Politics,,optional,Regional & Area Studies,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,"Democracy, Autocracy and the State",,optional,Political Theory & Philosophy,Comparative & British Politics
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,Human Rights and Wrongs,,optional,Human Rights & Humanitarianism,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,The Rising Powers,,optional,IR Theory & Global Order,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,Critical Global Security Studies,,optional,Security & Conflict,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,Things Fall Apart: Political Thought in Times of Crisis,,optional,Political Theory & Philosophy,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,The Politics of Gender,,optional,"Gender, Identity & Society",
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,"Empire, War and Law",,optional,Security & Conflict,Law
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,Politics of Development,,optional,International Political Economy,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,British Politics,,optional,Comparative & British Politics,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,The US and Global Politics after the Cold War,,optional,Regional & Area Studies,Diplomacy & Foreign Policy
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,War and Peace,,optional,Security & Conflict,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 2,Global Political Economy,,optional,International Political Economy,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Dissertation,,core,Research Methods & Dissertation,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Africa and International Politics,,optional,Regional & Area Studies,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Constitutional and Territorial Ideologies in Britain and Ireland,,optional,Comparative & British Politics,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,India and its Neighbourhood,,optional,Regional & Area Studies,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Democracy and Emergency,,optional,Political Theory & Philosophy,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Development Paradigms,,optional,International Political Economy,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Morality and Modern Warfare,,optional,Security & Conflict,Political Theory & Philosophy
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,"Gender, Violence and Resistance",,optional,"Gender, Identity & Society",Security & Conflict
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,"Global Governance: Purpose, Power and Performance",,optional,IR Theory & Global Order,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Governmentality: Michel Foucault and the Analytics of Power,,optional,Political Theory & Philosophy,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Green Politics,,optional,Environment & Sustainability,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,International Crisis Diplomacy,,optional,Diplomacy & Foreign Policy,Security & Conflict
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Political Psychology and Public Opinion,,optional,Comparative & British Politics,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Politics of Peace after Civil War,,optional,Security & Conflict,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,The Global Food System,,optional,International Political Economy,Environment & Sustainability
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,"""We, the People"": Ideas of Democratic Representation",,optional,Political Theory & Philosophy,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Britain in Changing Global Economic Order,,optional,Comparative & British Politics,International Political Economy
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Ethnicity and Conflict,,optional,"Gender, Identity & Society",Security & Conflict
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,From War to Peace? Statebuilding and Political Transition in Southeast Asia,,optional,Security & Conflict,Regional & Area Studies
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Global Politics of Nuclear Weapons,,optional,Security & Conflict,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Global Sustainability and Energy Policy,,optional,Environment & Sustainability,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Karl Marx,,optional,Political Theory & Philosophy,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Politics of Technology: From the Luddites to the Unabomber,,optional,Political Theory & Philosophy,Security & Conflict
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,"Policing, Violence and the Politics of Abolition",,optional,"Gender, Identity & Society",Sociology & History
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Politics of the Middle East: Regimes and Societies in Transition,,optional,Regional & Area Studies,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Regionalism in World Politics,,optional,IR Theory & Global Order,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Terrorism and Counter-terrorism,,optional,Security & Conflict,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,The European Far Right,,optional,Comparative & British Politics,Regional & Area Studies
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,The Labour Party and Socialism,,optional,Comparative & British Politics,Political Theory & Philosophy
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,The Politics of (Post-)Colonialism,,optional,Political Theory & Philosophy,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Applied Quantitative Analysis,,optional,Research Methods & Dissertation,
York,BA (hons) politics with international relations,https://www.york.ac.uk/study/undergraduate/courses/ba-politics-international-relations/,Year 3,Dissertation (Applied Quantitative Analysis),,optional,Research Methods & Dissertation,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 1,"Power, Policy and Social Progress",,core,Political Theory & Philosophy,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 1,Political Analysis,,core,Research Methods & Dissertation,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 1,Social Evils in the Chocolate City,,core,Sociology & History,"Gender, Identity & Society"
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 1,Theorising the Social World,,core,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 1,Contemporary Issues in Social and Public Policy,,core,Comparative & British Politics,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 1,Understanding Self in Society,,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 1,"Introduction to Political Theory: States, Liberty and Revolution",,optional,Political Theory & Philosophy,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 1,Criminal Justice and Inequality,,optional,Law,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 1,The Psychological Mind in a Social World,,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 1,Social Harm and Injustice,,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 1,Introduction to International Politics: Global Hierarchies and Global Orders,,optional,IR Theory & Global Order,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 1,York Policy Lab,,optional,,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Capitalism and the Public Good,,core,International Political Economy,Political Theory & Philosophy
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Researching Policy and Society,,core,Research Methods & Dissertation,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Health and Illness,,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Humans and Other Animals,,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,People and the State,,optional,Political Theory & Philosophy,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,"Popular Culture, The Media and Society",,optional,"Media, Communication & Culture",
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Social Interaction and Conversational Analysis,,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Societies and the Climate Crisis,,optional,Environment & Sustainability,Sociology & History
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Gender Sexuality and Inequalities,,optional,"Gender, Identity & Society",
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Body and Society,,optional,Sociology & History,"Gender, Identity & Society"
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Urban Pasts and Futures,,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Working in the Criminal Justice System,,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Election and Voting Behaviour,,optional,Comparative & British Politics,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Human Rights and Wrongs,,optional,Human Rights & Humanitarianism,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Politics of Development,,optional,International Political Economy,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,War and Peace,,optional,Security & Conflict,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,"State, Economy and Society",,optional,International Political Economy,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,The Politics of Gender,,optional,"Gender, Identity & Society",
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Politics in the UK,,optional,Comparative & British Politics,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,The US and Global Politics after the Cold War,,optional,Regional & Area Studies,Diplomacy & Foreign Policy
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,The Rising Powers,,optional,IR Theory & Global Order,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Critical Global Security Studies,,optional,Security & Conflict,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Policy Think Tank,,optional,Comparative & British Politics,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Crime and the Life Course,,optional,Law,
